,unique_id,bank_account
5150,uniqueid_11285 x 2016,0
5151,uniqueid_11286 x 2016,0
5152,uniqueid_11287 x 2016,0
5153,uniqueid_11288 x 2016,0
5154,uniqueid_11289 x 2016,0
5155,uniqueid_11290 x 2016,0
5156,uniqueid_11291 x 2016,0
5157,uniqueid_11292 x 2016,0
5158,uniqueid_11293 x 2016,0
5159,uniqueid_11294 x 2016,0
5160,uniqueid_11295 x 2016,0
5161,uniqueid_11296 x 2016,0
5162,uniqueid_11297 x 2016,0
5163,uniqueid_11298 x 2016,0
5164,uniqueid_11299 x 2016,0
5165,uniqueid_11300 x 2016,0
5166,uniqueid_11301 x 2016,0
5167,uniqueid_11302 x 2016,0
5168,uniqueid_11303 x 2016,0
5169,uniqueid_11304 x 2016,0
5170,uniqueid_11305 x 2016,0
5171,uniqueid_11306 x 2016,0
5172,uniqueid_11307 x 2016,0
5173,uniqueid_11308 x 2016,0
5174,uniqueid_11309 x 2016,0
5175,uniqueid_11310 x 2016,0
5176,uniqueid_11311 x 2016,0
5177,uniqueid_11312 x 2016,0
5178,uniqueid_11313 x 2016,0
5179,uniqueid_11314 x 2016,0
5180,uniqueid_11315 x 2016,0
5181,uniqueid_11316 x 2016,0
5182,uniqueid_11317 x 2016,1
5183,uniqueid_11318 x 2016,0
5184,uniqueid_11319 x 2016,0
5185,uniqueid_11320 x 2016,0
5186,uniqueid_11321 x 2016,0
5187,uniqueid_11322 x 2016,0
5188,uniqueid_11323 x 2016,0
5189,uniqueid_11324 x 2016,0
5190,uniqueid_11325 x 2016,0
5191,uniqueid_11326 x 2016,0
5192,uniqueid_11327 x 2016,0
5193,uniqueid_11328 x 2016,0
5194,uniqueid_11329 x 2016,0
5195,uniqueid_11330 x 2016,0
5196,uniqueid_11331 x 2016,0
5197,uniqueid_11332 x 2016,0
5198,uniqueid_11333 x 2016,0
5199,uniqueid_11334 x 2016,0
5200,uniqueid_11335 x 2016,0
5201,uniqueid_11336 x 2016,0
5202,uniqueid_11337 x 2016,0
5203,uniqueid_11338 x 2016,0
5204,uniqueid_11339 x 2016,0
5205,uniqueid_11340 x 2016,0
5206,uniqueid_11341 x 2016,0
5207,uniqueid_11342 x 2016,0
5208,uniqueid_11343 x 2016,0
5209,uniqueid_11344 x 2016,0
5210,uniqueid_11345 x 2016,0
5211,uniqueid_11346 x 2016,0
5212,uniqueid_11347 x 2016,0
5213,uniqueid_11348 x 2016,0
5214,uniqueid_11349 x 2016,0
5215,uniqueid_11350 x 2016,0
5216,uniqueid_11351 x 2016,0
5217,uniqueid_11352 x 2016,0
5218,uniqueid_11353 x 2016,0
5219,uniqueid_11354 x 2016,0
5220,uniqueid_11355 x 2016,0
5221,uniqueid_11356 x 2016,0
5222,uniqueid_11357 x 2016,0
5223,uniqueid_11358 x 2016,0
5224,uniqueid_11359 x 2016,0
5225,uniqueid_11360 x 2016,0
5226,uniqueid_11361 x 2016,0
5227,uniqueid_11362 x 2016,0
5228,uniqueid_11363 x 2016,0
5229,uniqueid_11364 x 2016,0
5230,uniqueid_11365 x 2016,0
5231,uniqueid_11366 x 2016,0
5232,uniqueid_11367 x 2016,0
5233,uniqueid_11368 x 2016,0
5234,uniqueid_11369 x 2016,0
5235,uniqueid_11370 x 2016,0
5236,uniqueid_11371 x 2016,0
5237,uniqueid_11372 x 2016,0
5238,uniqueid_11373 x 2016,0
5239,uniqueid_11374 x 2016,0
5240,uniqueid_11375 x 2016,0
5241,uniqueid_11376 x 2016,0
5242,uniqueid_11377 x 2016,0
5243,uniqueid_11378 x 2016,0
5244,uniqueid_11379 x 2016,0
5245,uniqueid_11380 x 2016,0
5246,uniqueid_11381 x 2016,0
5247,uniqueid_11382 x 2016,0
5248,uniqueid_11383 x 2016,0
5249,uniqueid_11384 x 2016,0
5250,uniqueid_11385 x 2016,0
5251,uniqueid_11386 x 2016,0
5252,uniqueid_11387 x 2016,0
5253,uniqueid_11388 x 2016,0
5254,uniqueid_11389 x 2016,0
5255,uniqueid_11390 x 2016,0
5256,uniqueid_11391 x 2016,0
5257,uniqueid_11392 x 2016,0
5258,uniqueid_11393 x 2016,0
5259,uniqueid_11394 x 2016,0
5260,uniqueid_11395 x 2016,0
5261,uniqueid_11396 x 2016,0
5262,uniqueid_11397 x 2016,0
5263,uniqueid_11398 x 2016,0
5264,uniqueid_11399 x 2016,0
5265,uniqueid_11400 x 2016,0
5266,uniqueid_11401 x 2016,0
5267,uniqueid_11402 x 2016,0
5268,uniqueid_11403 x 2016,0
5269,uniqueid_11404 x 2016,0
5270,uniqueid_11405 x 2016,0
5271,uniqueid_11406 x 2016,0
5272,uniqueid_11407 x 2016,0
5273,uniqueid_11408 x 2016,0
5274,uniqueid_11409 x 2016,0
5275,uniqueid_11410 x 2016,0
5276,uniqueid_11411 x 2016,0
5277,uniqueid_11412 x 2016,0
5278,uniqueid_11413 x 2016,0
5279,uniqueid_11414 x 2016,0
5280,uniqueid_11415 x 2016,0
5281,uniqueid_11416 x 2016,0
5282,uniqueid_11417 x 2016,0
5283,uniqueid_11418 x 2016,0
5284,uniqueid_11419 x 2016,1
5285,uniqueid_11420 x 2016,0
5286,uniqueid_11421 x 2016,0
5287,uniqueid_11422 x 2016,0
5288,uniqueid_11423 x 2016,0
5289,uniqueid_11424 x 2016,0
5290,uniqueid_11425 x 2016,0
5291,uniqueid_11426 x 2016,1
5292,uniqueid_11427 x 2016,0
5293,uniqueid_11428 x 2016,0
5294,uniqueid_11429 x 2016,0
5295,uniqueid_11430 x 2016,0
5296,uniqueid_11431 x 2016,0
5297,uniqueid_11432 x 2016,0
5298,uniqueid_11433 x 2016,0
5299,uniqueid_11434 x 2016,0
5300,uniqueid_11435 x 2016,0
5301,uniqueid_11436 x 2016,0
5302,uniqueid_11437 x 2016,0
5303,uniqueid_11438 x 2016,0
5304,uniqueid_11439 x 2016,1
5305,uniqueid_11440 x 2016,0
5306,uniqueid_11441 x 2016,0
5307,uniqueid_11442 x 2016,0
5308,uniqueid_11443 x 2016,0
5309,uniqueid_11444 x 2016,0
5310,uniqueid_11445 x 2016,0
5311,uniqueid_11446 x 2016,0
5312,uniqueid_11447 x 2016,0
5313,uniqueid_11448 x 2016,0
5314,uniqueid_11449 x 2016,0
5315,uniqueid_11450 x 2016,0
5316,uniqueid_11451 x 2016,0
5317,uniqueid_11452 x 2016,0
5318,uniqueid_11453 x 2016,1
5319,uniqueid_11454 x 2016,0
5320,uniqueid_11455 x 2016,0
5321,uniqueid_11456 x 2016,0
5322,uniqueid_11457 x 2016,0
5323,uniqueid_11458 x 2016,1
5324,uniqueid_11459 x 2016,0
5325,uniqueid_11460 x 2016,0
5326,uniqueid_11461 x 2016,0
5327,uniqueid_11462 x 2016,0
5328,uniqueid_11463 x 2016,0
5329,uniqueid_11464 x 2016,0
5330,uniqueid_11465 x 2016,0
5331,uniqueid_11466 x 2016,0
5332,uniqueid_11467 x 2016,0
5333,uniqueid_11468 x 2016,0
5334,uniqueid_11469 x 2016,0
5335,uniqueid_11470 x 2016,0
5336,uniqueid_11471 x 2016,0
5337,uniqueid_11472 x 2016,0
5338,uniqueid_11473 x 2016,0
5339,uniqueid_11474 x 2016,0
5340,uniqueid_11475 x 2016,0
5341,uniqueid_11476 x 2016,0
5342,uniqueid_11477 x 2016,0
5343,uniqueid_11478 x 2016,0
5344,uniqueid_11479 x 2016,0
5345,uniqueid_11480 x 2016,0
5346,uniqueid_11481 x 2016,0
5347,uniqueid_11482 x 2016,0
5348,uniqueid_11483 x 2016,0
5349,uniqueid_11484 x 2016,0
5350,uniqueid_11485 x 2016,0
5351,uniqueid_11486 x 2016,0
5352,uniqueid_11487 x 2016,0
5353,uniqueid_11488 x 2016,0
5354,uniqueid_11489 x 2016,0
5355,uniqueid_11490 x 2016,0
5356,uniqueid_11491 x 2016,0
5357,uniqueid_11492 x 2016,0
5358,uniqueid_11493 x 2016,0
5359,uniqueid_11494 x 2016,0
5360,uniqueid_11495 x 2016,0
5361,uniqueid_11496 x 2016,0
5362,uniqueid_11497 x 2016,0
5363,uniqueid_11498 x 2016,0
5364,uniqueid_11499 x 2016,1
5365,uniqueid_11500 x 2016,0
5366,uniqueid_11501 x 2016,0
5367,uniqueid_11502 x 2016,0
5368,uniqueid_11503 x 2016,0
5369,uniqueid_11504 x 2016,0
5370,uniqueid_11505 x 2016,0
5371,uniqueid_11506 x 2016,0
5372,uniqueid_11507 x 2016,0
5373,uniqueid_11508 x 2016,0
5374,uniqueid_11509 x 2016,0
5375,uniqueid_11510 x 2016,0
5376,uniqueid_11511 x 2016,0
5377,uniqueid_11512 x 2016,0
5378,uniqueid_11513 x 2016,0
5379,uniqueid_11514 x 2016,0
5380,uniqueid_11515 x 2016,0
5381,uniqueid_11516 x 2016,0
5382,uniqueid_11517 x 2016,0
5383,uniqueid_11518 x 2016,0
5384,uniqueid_11519 x 2016,0
5385,uniqueid_11520 x 2016,0
5386,uniqueid_11521 x 2016,0
5387,uniqueid_11522 x 2016,0
5388,uniqueid_11523 x 2016,0
5389,uniqueid_11524 x 2016,0
5390,uniqueid_11525 x 2016,0
5391,uniqueid_11526 x 2016,1
5392,uniqueid_11527 x 2016,0
5393,uniqueid_11528 x 2016,0
5394,uniqueid_11529 x 2016,0
5395,uniqueid_11530 x 2016,0
5396,uniqueid_11531 x 2016,0
5397,uniqueid_11532 x 2016,0
5398,uniqueid_11533 x 2016,0
5399,uniqueid_11534 x 2016,0
5400,uniqueid_11535 x 2016,0
5401,uniqueid_11536 x 2016,0
5402,uniqueid_11537 x 2016,0
5403,uniqueid_11538 x 2016,1
5404,uniqueid_11539 x 2016,1
5405,uniqueid_11540 x 2016,0
5406,uniqueid_11541 x 2016,0
5407,uniqueid_11542 x 2016,0
5408,uniqueid_11543 x 2016,0
5409,uniqueid_11544 x 2016,0
5410,uniqueid_11545 x 2016,0
5411,uniqueid_11546 x 2016,0
5412,uniqueid_11547 x 2016,0
5413,uniqueid_11548 x 2016,0
5414,uniqueid_11549 x 2016,0
5415,uniqueid_11550 x 2016,0
5416,uniqueid_11551 x 2016,0
5417,uniqueid_11552 x 2016,0
5418,uniqueid_11553 x 2016,0
5419,uniqueid_11554 x 2016,0
5420,uniqueid_11555 x 2016,0
5421,uniqueid_11556 x 2016,0
5422,uniqueid_11557 x 2016,0
5423,uniqueid_11558 x 2016,0
5424,uniqueid_11559 x 2016,0
5425,uniqueid_11560 x 2016,0
5426,uniqueid_11561 x 2016,0
5427,uniqueid_11562 x 2016,0
5428,uniqueid_11563 x 2016,0
5429,uniqueid_11564 x 2016,0
5430,uniqueid_11565 x 2016,0
5431,uniqueid_11566 x 2016,0
5432,uniqueid_11567 x 2016,0
5433,uniqueid_11568 x 2016,0
5434,uniqueid_11569 x 2016,0
5435,uniqueid_11570 x 2016,0
5436,uniqueid_11571 x 2016,0
5437,uniqueid_11572 x 2016,0
5438,uniqueid_11573 x 2016,0
5439,uniqueid_11574 x 2016,0
5440,uniqueid_11575 x 2016,0
5441,uniqueid_11576 x 2016,0
5442,uniqueid_11577 x 2016,0
5443,uniqueid_11578 x 2016,0
5444,uniqueid_11579 x 2016,0
5445,uniqueid_11580 x 2016,0
5446,uniqueid_11581 x 2016,0
5447,uniqueid_11582 x 2016,0
5448,uniqueid_11583 x 2016,1
5449,uniqueid_11584 x 2016,0
5450,uniqueid_11585 x 2016,0
5451,uniqueid_11586 x 2016,0
5452,uniqueid_11587 x 2016,0
5453,uniqueid_11588 x 2016,0
5454,uniqueid_11589 x 2016,0
5455,uniqueid_11590 x 2016,0
5456,uniqueid_11591 x 2016,0
5457,uniqueid_11592 x 2016,0
5458,uniqueid_11593 x 2016,1
5459,uniqueid_11594 x 2016,0
5460,uniqueid_11595 x 2016,0
5461,uniqueid_11596 x 2016,0
5462,uniqueid_11597 x 2016,0
5463,uniqueid_11598 x 2016,0
5464,uniqueid_11599 x 2016,0
5465,uniqueid_11600 x 2016,0
5466,uniqueid_11601 x 2016,0
5467,uniqueid_11602 x 2016,0
5468,uniqueid_11603 x 2016,0
5469,uniqueid_11604 x 2016,0
5470,uniqueid_11605 x 2016,0
5471,uniqueid_11606 x 2016,0
5472,uniqueid_11607 x 2016,0
5473,uniqueid_11608 x 2016,0
5474,uniqueid_11609 x 2016,0
5475,uniqueid_11610 x 2016,0
5476,uniqueid_11611 x 2016,0
5477,uniqueid_11612 x 2016,0
5478,uniqueid_11613 x 2016,0
5479,uniqueid_11614 x 2016,0
5480,uniqueid_11615 x 2016,0
5481,uniqueid_11616 x 2016,0
5482,uniqueid_11617 x 2016,0
5483,uniqueid_11618 x 2016,0
5484,uniqueid_11619 x 2016,0
5485,uniqueid_11620 x 2016,0
5486,uniqueid_11621 x 2016,0
5487,uniqueid_11622 x 2016,0
5488,uniqueid_11623 x 2016,0
5489,uniqueid_11624 x 2016,0
5490,uniqueid_11625 x 2016,0
5491,uniqueid_11626 x 2016,0
5492,uniqueid_11627 x 2016,0
5493,uniqueid_11628 x 2016,0
5494,uniqueid_11629 x 2016,0
5495,uniqueid_11630 x 2016,0
5496,uniqueid_11631 x 2016,0
5497,uniqueid_11632 x 2016,0
5498,uniqueid_11633 x 2016,0
5499,uniqueid_11634 x 2016,1
5500,uniqueid_11635 x 2016,0
5501,uniqueid_11636 x 2016,0
5502,uniqueid_11637 x 2016,0
5503,uniqueid_11638 x 2016,1
5504,uniqueid_11639 x 2016,0
5505,uniqueid_11640 x 2016,0
5506,uniqueid_11641 x 2016,0
5507,uniqueid_11642 x 2016,0
5508,uniqueid_11643 x 2016,0
5509,uniqueid_11644 x 2016,0
5510,uniqueid_11645 x 2016,0
5511,uniqueid_11646 x 2016,0
5512,uniqueid_11647 x 2016,0
5513,uniqueid_11648 x 2016,0
5514,uniqueid_11649 x 2016,0
5515,uniqueid_11650 x 2016,0
5516,uniqueid_11651 x 2016,0
5517,uniqueid_11652 x 2016,0
5518,uniqueid_11653 x 2016,0
5519,uniqueid_11654 x 2016,0
5520,uniqueid_11655 x 2016,0
5521,uniqueid_11656 x 2016,0
5522,uniqueid_11657 x 2016,0
5523,uniqueid_11658 x 2016,0
5524,uniqueid_11659 x 2016,1
5525,uniqueid_11660 x 2016,0
5526,uniqueid_11661 x 2016,0
5527,uniqueid_11662 x 2016,0
5528,uniqueid_11663 x 2016,0
5529,uniqueid_11664 x 2016,0
5530,uniqueid_11665 x 2016,0
5531,uniqueid_11666 x 2016,0
5532,uniqueid_11667 x 2016,0
5533,uniqueid_11668 x 2016,0
5534,uniqueid_11669 x 2016,0
5535,uniqueid_11670 x 2016,0
5536,uniqueid_11671 x 2016,0
5537,uniqueid_11672 x 2016,1
5538,uniqueid_11673 x 2016,0
5539,uniqueid_11674 x 2016,0
5540,uniqueid_11675 x 2016,0
5541,uniqueid_11676 x 2016,0
5542,uniqueid_11677 x 2016,0
5543,uniqueid_11678 x 2016,0
5544,uniqueid_11679 x 2016,0
5545,uniqueid_11680 x 2016,0
5546,uniqueid_11681 x 2016,0
5547,uniqueid_11682 x 2016,0
5548,uniqueid_11683 x 2016,0
5549,uniqueid_11684 x 2016,0
5550,uniqueid_11685 x 2016,0
5551,uniqueid_11686 x 2016,0
5552,uniqueid_11687 x 2016,1
5553,uniqueid_11688 x 2016,0
5554,uniqueid_11689 x 2016,0
5555,uniqueid_11690 x 2016,0
5556,uniqueid_11691 x 2016,0
5557,uniqueid_11692 x 2016,0
5558,uniqueid_11693 x 2016,0
5559,uniqueid_11694 x 2016,0
5560,uniqueid_11695 x 2016,0
5561,uniqueid_11696 x 2016,0
5562,uniqueid_11697 x 2016,0
5563,uniqueid_11698 x 2016,0
5564,uniqueid_11699 x 2016,0
5565,uniqueid_11700 x 2016,0
5566,uniqueid_11701 x 2016,0
5567,uniqueid_11702 x 2016,0
5568,uniqueid_11703 x 2016,1
5569,uniqueid_11704 x 2016,0
5570,uniqueid_11705 x 2016,0
5571,uniqueid_11706 x 2016,0
5572,uniqueid_11707 x 2016,0
5573,uniqueid_11708 x 2016,0
5574,uniqueid_11709 x 2016,0
5575,uniqueid_11710 x 2016,1
5576,uniqueid_11711 x 2016,0
5577,uniqueid_11712 x 2016,0
5578,uniqueid_11713 x 2016,0
5579,uniqueid_11714 x 2016,0
5580,uniqueid_11715 x 2016,0
5581,uniqueid_11716 x 2016,0
5582,uniqueid_11717 x 2016,1
5583,uniqueid_11718 x 2016,0
5584,uniqueid_11719 x 2016,0
5585,uniqueid_11720 x 2016,1
5586,uniqueid_11721 x 2016,0
5587,uniqueid_11722 x 2016,0
5588,uniqueid_11723 x 2016,1
5589,uniqueid_11724 x 2016,0
5590,uniqueid_11725 x 2016,0
5591,uniqueid_11726 x 2016,0
5592,uniqueid_11727 x 2016,0
5593,uniqueid_11728 x 2016,0
5594,uniqueid_11729 x 2016,0
5595,uniqueid_11730 x 2016,0
5596,uniqueid_11731 x 2016,0
5597,uniqueid_11732 x 2016,0
5598,uniqueid_11733 x 2016,0
5599,uniqueid_11734 x 2016,0
5600,uniqueid_11735 x 2016,0
5601,uniqueid_11736 x 2016,0
5602,uniqueid_11737 x 2016,0
5603,uniqueid_11738 x 2016,0
5604,uniqueid_11739 x 2016,0
5605,uniqueid_11740 x 2016,1
5606,uniqueid_11741 x 2016,0
5607,uniqueid_11742 x 2016,0
5608,uniqueid_11743 x 2016,0
5609,uniqueid_11744 x 2016,0
5610,uniqueid_11745 x 2016,0
5611,uniqueid_11746 x 2016,0
5612,uniqueid_11747 x 2016,0
5613,uniqueid_11748 x 2016,0
5614,uniqueid_11749 x 2016,0
5615,uniqueid_11750 x 2016,0
5616,uniqueid_11751 x 2016,0
5617,uniqueid_11752 x 2016,0
5618,uniqueid_11753 x 2016,0
5619,uniqueid_11754 x 2016,0
5620,uniqueid_11755 x 2016,0
5621,uniqueid_11756 x 2016,0
5622,uniqueid_11757 x 2016,0
5623,uniqueid_11758 x 2016,0
5624,uniqueid_11759 x 2016,0
5625,uniqueid_11760 x 2016,0
5626,uniqueid_11761 x 2016,0
5627,uniqueid_11762 x 2016,0
5628,uniqueid_11763 x 2016,0
5629,uniqueid_11764 x 2016,0
5630,uniqueid_11765 x 2016,0
5631,uniqueid_11766 x 2016,0
5632,uniqueid_11767 x 2016,0
5633,uniqueid_11768 x 2016,0
5634,uniqueid_11769 x 2016,0
5635,uniqueid_11770 x 2016,0
5636,uniqueid_11771 x 2016,0
5637,uniqueid_11772 x 2016,0
5638,uniqueid_11773 x 2016,0
5639,uniqueid_11774 x 2016,0
5640,uniqueid_11775 x 2016,0
5641,uniqueid_11776 x 2016,0
5642,uniqueid_11777 x 2016,0
5643,uniqueid_11778 x 2016,0
5644,uniqueid_11779 x 2016,0
5645,uniqueid_11780 x 2016,0
5646,uniqueid_11781 x 2016,0
5647,uniqueid_11782 x 2016,0
5648,uniqueid_11783 x 2016,0
5649,uniqueid_11784 x 2016,0
5650,uniqueid_11785 x 2016,0
5651,uniqueid_11786 x 2016,0
5652,uniqueid_11787 x 2016,0
5653,uniqueid_11788 x 2016,0
5654,uniqueid_11789 x 2016,0
5655,uniqueid_11790 x 2016,0
5656,uniqueid_11791 x 2016,0
5657,uniqueid_11792 x 2016,0
5658,uniqueid_11793 x 2016,0
5659,uniqueid_11794 x 2016,0
5660,uniqueid_11795 x 2016,0
5661,uniqueid_11796 x 2016,1
5662,uniqueid_11797 x 2016,0
5663,uniqueid_11798 x 2016,0
5664,uniqueid_11799 x 2016,0
5665,uniqueid_11800 x 2016,0
5666,uniqueid_11801 x 2016,0
5667,uniqueid_11802 x 2016,0
5668,uniqueid_11803 x 2016,0
5669,uniqueid_11804 x 2016,1
5670,uniqueid_11805 x 2016,1
5671,uniqueid_11806 x 2016,1
5672,uniqueid_11807 x 2016,0
5673,uniqueid_11808 x 2016,0
5674,uniqueid_11809 x 2016,0
5675,uniqueid_11810 x 2016,0
5676,uniqueid_11811 x 2016,0
5677,uniqueid_11812 x 2016,0
5678,uniqueid_11813 x 2016,0
5679,uniqueid_11814 x 2016,0
5680,uniqueid_11815 x 2016,0
5681,uniqueid_11816 x 2016,0
5682,uniqueid_11817 x 2016,0
5683,uniqueid_11818 x 2016,0
5684,uniqueid_11819 x 2016,0
5685,uniqueid_11820 x 2016,0
5686,uniqueid_11821 x 2016,0
5687,uniqueid_11822 x 2016,0
5688,uniqueid_11823 x 2016,0
5689,uniqueid_11824 x 2016,0
5690,uniqueid_11825 x 2016,0
5691,uniqueid_11826 x 2016,0
5692,uniqueid_11827 x 2016,0
5693,uniqueid_11828 x 2016,0
5694,uniqueid_11829 x 2016,0
5695,uniqueid_11830 x 2016,0
5696,uniqueid_11831 x 2016,0
5697,uniqueid_11832 x 2016,0
5698,uniqueid_11833 x 2016,0
5699,uniqueid_11834 x 2016,0
5700,uniqueid_11835 x 2016,0
5701,uniqueid_11836 x 2016,1
5702,uniqueid_11837 x 2016,0
5703,uniqueid_11838 x 2016,0
5704,uniqueid_11839 x 2016,0
5705,uniqueid_11840 x 2016,0
5706,uniqueid_11841 x 2016,0
5707,uniqueid_11842 x 2016,0
5708,uniqueid_11843 x 2016,0
5709,uniqueid_11844 x 2016,0
5710,uniqueid_11845 x 2016,0
5711,uniqueid_11846 x 2016,1
5712,uniqueid_11847 x 2016,0
5713,uniqueid_11848 x 2016,0
5714,uniqueid_11849 x 2016,0
5715,uniqueid_11850 x 2016,0
5716,uniqueid_11851 x 2016,0
5717,uniqueid_11852 x 2016,0
5718,uniqueid_11853 x 2016,0
5719,uniqueid_11854 x 2016,0
5720,uniqueid_11855 x 2016,0
5721,uniqueid_11856 x 2016,0
5722,uniqueid_11857 x 2016,0
5723,uniqueid_11858 x 2016,0
5724,uniqueid_11859 x 2016,0
5725,uniqueid_11860 x 2016,0
5726,uniqueid_11861 x 2016,0
5727,uniqueid_11862 x 2016,0
5728,uniqueid_11863 x 2016,1
5729,uniqueid_11864 x 2016,0
5730,uniqueid_11865 x 2016,0
5731,uniqueid_11866 x 2016,0
5732,uniqueid_11867 x 2016,0
5733,uniqueid_11868 x 2016,1
5734,uniqueid_11869 x 2016,0
5735,uniqueid_11870 x 2016,0
5736,uniqueid_11871 x 2016,0
5737,uniqueid_11872 x 2016,0
5738,uniqueid_11873 x 2016,0
5739,uniqueid_11874 x 2016,1
5740,uniqueid_11875 x 2016,0
5741,uniqueid_11876 x 2016,0
5742,uniqueid_11877 x 2016,0
5743,uniqueid_11878 x 2016,0
5744,uniqueid_11879 x 2016,0
5745,uniqueid_11880 x 2016,1
5746,uniqueid_11881 x 2016,0
5747,uniqueid_11882 x 2016,0
5748,uniqueid_11883 x 2016,0
5749,uniqueid_11884 x 2016,0
5750,uniqueid_11885 x 2016,0
5751,uniqueid_11886 x 2016,0
5752,uniqueid_11887 x 2016,0
5753,uniqueid_11888 x 2016,0
5754,uniqueid_11889 x 2016,0
5755,uniqueid_11890 x 2016,0
5756,uniqueid_11891 x 2016,0
5757,uniqueid_11892 x 2016,0
5758,uniqueid_11893 x 2016,0
5759,uniqueid_11894 x 2016,0
5760,uniqueid_11895 x 2016,0
5761,uniqueid_11896 x 2016,0
5762,uniqueid_11897 x 2016,0
5763,uniqueid_11898 x 2016,0
5764,uniqueid_11899 x 2016,0
5765,uniqueid_11900 x 2016,0
5766,uniqueid_11901 x 2016,0
5767,uniqueid_11902 x 2016,0
5768,uniqueid_11903 x 2016,1
5769,uniqueid_11904 x 2016,0
5770,uniqueid_11905 x 2016,0
5771,uniqueid_11906 x 2016,0
5772,uniqueid_11907 x 2016,0
5773,uniqueid_11908 x 2016,0
5774,uniqueid_11909 x 2016,0
5775,uniqueid_11910 x 2016,0
5776,uniqueid_11911 x 2016,0
5777,uniqueid_11912 x 2016,0
5778,uniqueid_11913 x 2016,0
5779,uniqueid_11914 x 2016,0
5780,uniqueid_11915 x 2016,0
5781,uniqueid_11916 x 2016,0
5782,uniqueid_11917 x 2016,0
5783,uniqueid_11918 x 2016,0
5784,uniqueid_11919 x 2016,0
5785,uniqueid_11920 x 2016,0
5786,uniqueid_11921 x 2016,0
5787,uniqueid_11922 x 2016,0
5788,uniqueid_11923 x 2016,0
5789,uniqueid_11924 x 2016,0
5790,uniqueid_11925 x 2016,0
5791,uniqueid_11926 x 2016,0
5792,uniqueid_11927 x 2016,0
5793,uniqueid_11928 x 2016,0
5794,uniqueid_11929 x 2016,0
5795,uniqueid_11930 x 2016,0
5796,uniqueid_11931 x 2016,0
5797,uniqueid_11932 x 2016,0
5798,uniqueid_11933 x 2016,0
5799,uniqueid_11934 x 2016,0
5800,uniqueid_11935 x 2016,0
5801,uniqueid_11936 x 2016,0
5802,uniqueid_11937 x 2016,0
5803,uniqueid_11938 x 2016,0
5804,uniqueid_11939 x 2016,0
5805,uniqueid_11940 x 2016,1
5806,uniqueid_11941 x 2016,0
5807,uniqueid_11942 x 2016,0
5808,uniqueid_11943 x 2016,0
5809,uniqueid_11944 x 2016,0
5810,uniqueid_11945 x 2016,0
5811,uniqueid_11946 x 2016,0
5812,uniqueid_11947 x 2016,0
5813,uniqueid_11948 x 2016,0
5814,uniqueid_11949 x 2016,0
5815,uniqueid_11950 x 2016,1
5816,uniqueid_11951 x 2016,0
5817,uniqueid_11952 x 2016,0
5818,uniqueid_11953 x 2016,0
5819,uniqueid_11954 x 2016,0
5820,uniqueid_11955 x 2016,1
5821,uniqueid_11956 x 2016,0
5822,uniqueid_11957 x 2016,0
5823,uniqueid_11958 x 2016,0
5824,uniqueid_11959 x 2016,0
5825,uniqueid_11960 x 2016,0
5826,uniqueid_11961 x 2016,0
5827,uniqueid_11962 x 2016,0
5828,uniqueid_11963 x 2016,0
5829,uniqueid_11964 x 2016,0
5830,uniqueid_11965 x 2016,0
5831,uniqueid_11966 x 2016,0
5832,uniqueid_11967 x 2016,0
5833,uniqueid_11968 x 2016,0
5834,uniqueid_11969 x 2016,0
5835,uniqueid_11970 x 2016,0
5836,uniqueid_11971 x 2016,0
5837,uniqueid_11972 x 2016,0
5838,uniqueid_11973 x 2016,0
5839,uniqueid_11974 x 2016,0
5840,uniqueid_11975 x 2016,0
5841,uniqueid_11976 x 2016,0
5842,uniqueid_11977 x 2016,0
5843,uniqueid_11978 x 2016,0
5844,uniqueid_11979 x 2016,0
5845,uniqueid_11980 x 2016,0
5846,uniqueid_11981 x 2016,0
5847,uniqueid_11982 x 2016,0
5848,uniqueid_11983 x 2016,0
5849,uniqueid_11984 x 2016,0
5850,uniqueid_11985 x 2016,0
5851,uniqueid_11986 x 2016,0
5852,uniqueid_11987 x 2016,0
5853,uniqueid_11988 x 2016,1
5854,uniqueid_11989 x 2016,0
5855,uniqueid_11990 x 2016,1
5856,uniqueid_11991 x 2016,0
5857,uniqueid_11992 x 2016,0
5858,uniqueid_11993 x 2016,0
5859,uniqueid_11994 x 2016,0
5860,uniqueid_11995 x 2016,0
5861,uniqueid_11996 x 2016,0
5862,uniqueid_11997 x 2016,0
5863,uniqueid_11998 x 2016,0
5864,uniqueid_11999 x 2016,0
5865,uniqueid_12000 x 2016,0
5866,uniqueid_12001 x 2016,0
5867,uniqueid_12002 x 2016,0
5868,uniqueid_12003 x 2016,0
5869,uniqueid_12004 x 2016,0
5870,uniqueid_12005 x 2016,0
5871,uniqueid_12006 x 2016,0
5872,uniqueid_12007 x 2016,0
5873,uniqueid_12008 x 2016,0
5874,uniqueid_12009 x 2016,0
5875,uniqueid_12010 x 2016,0
5876,uniqueid_12011 x 2016,0
5877,uniqueid_12012 x 2016,0
5878,uniqueid_12013 x 2016,0
5879,uniqueid_12014 x 2016,0
5880,uniqueid_12015 x 2016,0
5881,uniqueid_12016 x 2016,1
5882,uniqueid_12017 x 2016,0
5883,uniqueid_12018 x 2016,1
5884,uniqueid_12019 x 2016,0
5885,uniqueid_12020 x 2016,1
